CLA_PERDED	CLA_EMPRESA	CLA_GPO_EXPERDED	NOM_PERDED	TIPO_PERDED	STATUS	CLASIFICACION	FORMULA	EXENCION	TOPE_EXEN	TOPE	EXEN_IMSS	APLICA	ESBASE_IMSS	ESBASE_NOMINA	ESBASE_INFON	ESBASE_PTU	TRATA_FISCAL	NOM_NOR	NOM_AGUI	NOM_PTU	NOM_FIN	NOM_ESP	NOM_VAC	ALTERNAR	FORMULA_SQL	EXENCION_SQL	TOPE_EXEN_SQL	TOPE_SQL	EXEN_IMSS_SQL	ORDEN	APLICA_TODO_PUE	APLICA_TODA_UBI	APLICA_TODO_PER	IMPRIME_UNIDAD	TEXTO_UNIDAD	PERMITE_NEGATIVOS	PERMITE_CEROS	AVANZADO_WHERE_SQL	ES_EXTERNO	FUENTE_EXTERNA	TRUNCAR	REDONDEO	DECIMALES	NO_IMPRIMIR	NO_AFECTAR_NETO	GRUPO_CAL1	GRUPO_CAL2	GRUPO_CAL3	GRUPO_CAL4	ES_NETO	FECHA_ULT_CAMBIO	LLEVA_HISTO	ESBASE_ISPT	CLA_PERDED_ACUM	ES_BASE_FAHORRO	DETALLAR_PERDED	MOSTRAR_SALDO	LLEVA_ACUM	NOM_CORTO	ESBASE_IMSS_FIJO	DIAS_FIJO	EVA_MASIVA	ES_PROVISION	CLASIF_DEC_SUELDOS	PREVISION_SOCIAL	CLA_GPO_EXCLUSION	TOPE_EXCLUSION	TOPE_EXCLUSION_SQL	EXCLUSION_SQL	EXCLUSION	SALDAR_EN_FIQ	FOR_MONTO	FOR_MONTO_SQL	CALC_ISR_PARCIAL	APLICA_RETROACTIVO	CLA_PERDED_RETROACTIVO	WHERE_SQL_RETRO	FORMULA_SQL_RETRO	TOPE_SQL_RETRO	TIPO_CALC_RETRO	CLA_PERDED_RETRO_NEG	REDONDEO_MONTO	DECIMALES_MONTO	PORC_INCREM_PROMO	NO_APLICAR_PROYECCION	APLICA_SALDO_VALES	CEILING	TIPO_PERDED_FORTIA	TIPO_PERDED_SAT	CONSERVAR_MOV	DEDUCCION_GRAVADA	EN_ESPECIE	CLA_METODO_PAGO	TIPO_HORA_EXTRA_SAT	TIPO_OTRO_PAGO_SAT	ORIGEN_RECURSO_SAT
2091	4	0	PENSION ALIMENTICIA MONTO     	50	A	23	1		NULL		NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	1					60	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	29/07/2011 19:20	1	0	0	0	0	0	0	PALIM	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2100	4	0	CREDITO AVAL CAJA             	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	0	0	1	0	0	0	1					100	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 20:41	1	0	0	0	0	1	0	CRAVC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2110	4	0	PRESTAMO SINDICATO            	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	1	1	1	1	0	0	1					70	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 20:35	1	0	0	0	0	1	0	ABCIA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2120	4	0	SEGURO DE VIDA                	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	0	0	1	0	0	0	1					2000	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 20:31	1	0	0	0	0	1	0	SGVID	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2130	4	0	DESC. CAJA AHORRO             	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	1	0	0	1	0	0	1					80	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 20:29	1	0	0	0	0	1	0	CJAHO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2135	4	0	APORTACION CAJA DE AHORRO     	50	A	26	1		NULL		NULL	I	0	0	0	0	1	1	1	0	0	1	0	0	1					90	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 20:28	1	0	0	0	0	0	0	APOCH	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2146	4	0	DESC INFONAVIT %              	50	A	20	((TASA_INFO/100) * SUE_INT )*   DIACOTIMSS		NULL		NULL	T	0	0	0	0	0	1	0	0	0	0	1	0	((t2.VALOR_TASA_INFO/100)*t2.SUE_INT)*t2.DIAS_COTIZA_IMSS					141	0	0	0	0		0	0	"AND TOT_PER > 0 AND T3.VALOR_CREDITO_INFO IN (1,2) AND ISNULL (T3.CON_CREDITO_INFO,0) = 1"	0	NULL	0	0	0	1	1	0	0	0	0	0	05/08/2015 16:29	1	0	0	0	0	0	0	DESC 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
2147	4	0	INFONAVIT VSM                 	50	A	20	(((TASA_INFO * SAL_MIN_DF)*2)/8)/7* DIACOTIMSS		NULL		NULL	T	0	0	0	0	0	1	0	0	0	0	1	0	(((t2.VALOR_TASA_INFO*t2.SAL_MIN_DF)*2)/8)/7*t2.DIAS_COTIZA_IMSS					140	0	0	0	0		0	0	"AND TOT_PER > 0 AND T3.VALOR_CREDITO_INFO = 5 AND ISNULL (T3.CON_CREDITO_INFO,0) = 1"	0	NULL	0	0	0	1	1	0	0	0	0	0	10/08/2015 12:59	1	0	0	0	0	0	0	INF V	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
2148	4	0	INFONAVIT AJUSTE              	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	1	0	1	0	1					30	0	0	0	0		1	1		0	NULL	0	0	0	1	1	0	0	100	0	0	17/07/2014 09:48	1	0	0	0	0	0	0	INF% 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2149	4	0	INFONAVIT CUOTAFIJA           	50	A	20	TASA_INFO/7* DIASCOTIMS		NULL		NULL	T	0	0	0	0	0	1	0	0	1	1	1	0	t2.VALOR_TASA_INFO/7*t2.DIAS_COTIZA_IMSS					140	0	0	0	0		0	0	"AND TOT_PER > 0 AND T3.VALOR_CREDITO_INFO = 4 AND ISNULL (T3.CON_CREDITO_INFO,0) = 1"	0	NULL	0	0	0	1	1	0	0	100	0	0	17/07/2014 09:47	1	0	0	0	0	0	0	INFVS	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
2150	4	0	ISR AJUSTE ANUAL EJER. ANT.   	50	A	21	ISR_CARGO		NULL		NULL	T	0	0	0	0	1	1	0	0	1	0	0	0	t2.ISR_CARGO					9990	0	0	1	0		0	0		0	NULL	0	1	0	0	0	0	0	100	0	0	04/08/2011 09:04	1	0	0	0	0	0	0	ISRAN	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2160	4	0	DES. SIND.EXTRA X DIA DE HABER	50	A	20	1	NULL	NULL	NULL	NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	110	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 19:58	1	0	0	0	0	0	0	DSEXT	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2162	4	0	DESC POR PAGO DE MAS          	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					30	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 16:48	1	0	0	0	0	0	0	D P M	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2163	4	0	PREST SIND                    	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					50	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 16:51	1	0	0	0	0	0	0	P S  	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2164	4	0	DESC CASAS COMERCIALES        	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					50	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 16:55	1	0	0	0	0	0	0	D C C	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2165	4	0	INT PRESTAMO                  	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					60	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 17:37	1	0	0	0	0	0	0	I PRE	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2170	4	0	DESC. SINDICAL (VARIOS)       	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	0	0	1	0	0	0	1					130	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 19:55	1	0	0	0	0	1	0	DSVAR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2185	4	0	BECA                          	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 12:28	1	0	0	0	0	0	0	BECA 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2200	4	0	HERRAMIENTAS Y EQUIPO         	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	0	0	1	0	0	0	1					140	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 19:54	1	0	0	0	0	1	0	DHERR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	1	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2207	4	0	INC POR MATERNIDAD            	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	28/08/2012 11:02	1	0	0	0	0	0	0	INC M	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2208	4	0	INC POR RIESGO DE TRABAJO     	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	28/08/2012 10:55	1	0	0	0	0	0	0	INC T	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2210	4	0	AZUCAR                        	50	A	1	1		NULL		NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	1					90	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	26/10/2011 18:34	1	0	0	0	0	0	0	DAZU 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2220	4	0	ART. 134 LFT.                 	50	A	20	1		NULL		NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	1					170	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	28/07/2011 19:54	1	0	0	0	0	0	0	ART  	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2241	4	0	DEV. RENTA CASA               	10	A	0	1					I	0	0	0	0	1	0	0	0	0	1	0	0	1					2241	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	22/02/2012 05:54	1	0	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2242	4	0	DEV. FONDO EMPRESA            	10	A	51	1					I	0	0	0	0	1	0	0	0	1	1	0	0	1					4	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	06/09/2012 11:40	1	0	0	0	0	0	0	DVFE 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2243	4	0	DEV. FONDO TRABAJADOR         	10	A	52	1					I	0	0	0	0	1	0	0	0	1	1	0	0	1					4	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	06/09/2012 11:42	1	0	0	0	0	0	0	DFE  	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2250	4	0	PLAN DE PENSIONES EMPLS.      	50	A	1	(@C1380 + @C1420 ) * ($PLPENSEMP/100)		NULL		NULL	N	0	0	0	0	1	1	0	0	0	1	0	0	(@C1380+@C1420)*($PLPENSEMP/100)					40	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	04/08/2011 10:33	1	0	0	0	0	0	0	PLPEN	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2260	4	0	INSTALACIONES DEPORTIVAS EMP  	50	B	20	11		NULL		NULL	T	0	0	0	0	1	0	0	0	0	0	0	0	11					190	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	30/10/2013 10:23	1	0	0	0	0	0	0	DFIJO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2261	4	0	SUBSIDIO INCAPACIDAD ENFERMOS 	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					10	0	0	0	1	1.5 DIAS	0	0		0	NULL	0	0	0	0	0	0	0	11	0	0	02/03/2012 08:22	1	0	0	0	0	0	0	SBENF	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2270	4	0	DIF A CARGO DECLARACION ANUAL 	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					50	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 17:05	1	0	0	0	0	0	0	D C D	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2280	4	0	CONVIVIO                      	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					50	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 17:20	1	0	0	0	0	0	0	CONVI	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2290	4	0	FONACOT                       	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					50	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	11/10/2014 15:27	1	0	0	0	0	0	0	FANAC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	0	11	NULL	0	NULL	NULL	NULL	NULL	NULL
2300	4	0	TIENDA SINDICAL               	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					70	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 17:52	1	0	0	0	0	0	0	T S  	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3000	4	0	COMPENSACIONES                	10	A	0	1					I	0	0	0	0	1	0	0	0	0	0	0	0	1					1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	4	0	0	23/02/2012 01:59	1	0	0	0	0	0	0	COMP 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3001	4	0	COMPENSACION BODEGA           	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 12:33	1	1	0	0	0	0	0	C BOD	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3002	4	0	EMBARQUE DE AZUCAR ZAFRA      	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 12:37	1	0	0	0	0	0	0	EM AZ	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3021	4	0	RETIRO F. AHORRO PRESTAMO     	50	A	20	1		NULL		NULL	I	0	0	0	0	0	0	0	0	1	1	0	0	1					210	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	06/09/2012 11:59	1	0	0	0	0	0	0	PRES 	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4151	4	0	P PENSIO                      	50	A	23	#PENSALIM / 100		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	"dbo.fn_Pension_zam( t1.CLA_EMPRESA, t1.CLA_TRAB, t1.NUM_NOMINA, t1.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO , t1.FOLIO_PENSION)/100"					60	0	0	1	0		1	1		0	NULL	0	0	0	0	0	0	0	0	0	0	02/11/2012 08:25	1	0	0	0	1	0	1	P Pen	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5018	4	0	FESTIVO LEY CALC              	10	A	0	#FEST					T	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.FFN_FESTIVO_INGENIOS (t2.cla_empresa , t2.cla_trab , t2.cla_periodo , t2.num_nomina, T1.FECHA_MOV)"					6	0	0	0	0		1	0		0	NULL	0	0	0	1	1	0	0	0	0	0	07/05/2014 13:11	1	0	0	0	1	0	0	FEST 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5022	4	0	C PRIM VAC ZAF                	10	A	0	1					I	0	0	0	0	1	0	0	0	0	0	1	0	1					5	0	0	0	0		0	0	"AND T1.CLA_TRAB NOT IN (2302,2814,4579,9100,9125,9139,9147,9161,9191,9194,9221,9224,9232,9234,9236,9244,9245,9247,9248,9250,9291,9293,9294,9295,9456,9622,9665,9695,9716,9728,9737,9755)"	0	NULL	0	0	0	1	1	0	0	0	0	0	06/07/2015 09:35	1	0	0	0	1	0	0	CPVZ 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5023	4	0	PRIMA VAC REP CALC            	10	A	0	1	NULL	NULL	NULL	NULL	I	0	1	0	0	1	0	0	0	0	0	1	0	1	NULL	NULL	NULL	NULL	5	0	0	0	0		0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	06/07/2015 09:36	1	0	0	0	0	0	0	CPVR 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5038	4	0	PRIMA VAC ANT REP CALC        	10	A	0	1	NULL	NULL	NULL	NULL	I	0	1	0	0	1	0	0	0	0	0	1	0	1	NULL	NULL	NULL	NULL	5	0	0	0	0		0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	06/07/2015 09:36	1	0	0	0	0	0	0	CPAVR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5039	4	0	PRIMA VAC ANT REP             	10	A	0	1	NULL	NULL	NULL	NULL	I	0	1	0	0	1	0	0	0	0	0	1	0	1	NULL	NULL	NULL	NULL	5	0	0	0	0		0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	15/06/2015 16:40	1	0	0	0	0	0	0	PAVZ 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5050	4	0	TRAB EN VACACIONES            	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					5050	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	100	0	0	22/02/2012 21:43	1	0	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5051	4	0	APOYO PARA REHABILITACIÓN     	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					4	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 12:49	1	0	0	0	0	0	0	A P R	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5052	4	0	TRANSLADO A ENFERMOS          	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					4	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/07/2012 12:59	1	0	0	0	0	0	0	T ENF	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
